sentence,cleanliness,comfort,amenities,staff,value,wifi,location,other
"La doccia spaziosa, bagno pulitissimo e letto comodo.",positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Odore di fogna in camere ,Aria incondizionata con caldo in camera , doccia piena di.",negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"lontano da mezzi pubblici per raggiungere il centro di Napoli , gentile lo staff , buona la colazione ma carente nella organizzazione",neutral,neutral,negative,positive,neutral,neutral,negative,neutral
"Hotel molto confortevole, il materasso comodissimo e il personale gentile e disponibile.",neutral,positive,neutral,positive,neutral,neutral,neutral,neutral
"La posizione strategica  a ridosso della tangenziale,la  camera spaziosa e silenziosa.",neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
I cuscini scomodi e magari x il tipo d albergo metterei qualche prodotto in più in bagno o comunque almeno uno per ospite.,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
"Colazione buona, ma soprattutto una colazione di forte influenza napoletana.",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"La struttura è buona, camere pulite e sufficientemente spaziose.",positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
L'aria condizionata centralizzata e per regolarla devi chiamare la reception,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Da migliorare la colazione non c e Molta scelta.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Posizione   comodo da raggiungere   Staff gentilissmo e sollecito,neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
"la colazione non e' da hotel 4 stelle, ho avuto esperienze lavorative nella ristorazione, so riconoscere la qualita' dei cibi,i salumi sono di pessima qualita'  Saro' piu' specifico il prosciutto cotto era una pessima spalla di 2  categoria ,il salame aveva il grasso rancido,la mortadella....... pensare che ero a Bologna  Potrei continuare ancora,ma mi fermo qui,sperando che il Direttore ,  che gia' ha risposto a commenti simili ,dicendo che in albergo utlilizzano materia prima di qualita',la qualita' la porti davvero.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Accoglienza, disponibilità e la posizione.",neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
La camera 310 piccola e non servita da ascensore.,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
L'edificio all'esterno si presenta in condizioni molto degradate.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"La magnifica vista, la gentilezza dello staff  in particolare nella sala colazione   e la qualità dei prodotti della colazione",neutral,positive,positive,positive,neutral,neutral,neutral,neutral
Lo staff alla reception non molto affabile.,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"La struttura di ricevimento top, il fascino della camera con il soffitto affrescato.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
Praticamente durante la nostra scelta i camerieri toglievano i vassoi da sotto e in un hotel come questo non è accettabile.,neutral,neutral,negative,negative,negative,neutral,neutral,neutral
Camera standard economica ma troppo piccola.,neutral,negative,neutral,neutral,positive,neutral,neutral,neutral
La struttura è un po' vecchiotta ma nel complesso la qualità prezzo è buona.,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
Personale molto gentilissimo e molto disponibile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"posizione fantastica, che giustifica a priori la scelta  tra stazione centrale e centro città",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
pessimo rapporto qualità prezzo,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
"Wow  Pane da tostare veramente gustoso, con le marmellate molto saporite, torte eccezionali e buon caffè americano.",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
La cena è stata di buona qualità a buffet e il servizio ottimo.,neutral,neutral,positive,positive,neutral,neutral,neutral,neutral
"Il bagno non molto agevole, la doccetta sarebbe migliore non fissa, la presa del letto da cambiare poichè era completamente fusa e potrebbe essere pericolosa.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Letto king size comodissimo e vuol dire tanto,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"La struttura interna è molto molto suggestiva e accogliente,camere favolose",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Non ho trovato scritto che ci fosse da pagare la tassa di soggiorno 2 EUR al giorno a persona  Inoltre la domenica la sala colazione era al completo e forse mancava almeno un'altra persona al personale per pulire i tavoli e rimettere il cibo esaurito.,neutral,neutral,negative,negative,neutral,neutral,neutral,neutral
per la cifra pagata la colazione deve essere inclusa,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Stanza un po'  angusta.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Camera di Giò Ponti ampia e stupenda.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Camere non proprio bellissime alcune datate,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"Posizione centralissima, arredamento stupendo, pulizia ottima e personale molto gentile.",positive,neutral,neutral,positive,neutral,neutral,positive,positive
"Colazione abbondante, ottima posizione rispetto al centro, parcheggio un po' caro ma indispensabile",neutral,neutral,positive,neutral,negative,neutral,positive,neutral
Il riscaldamento che stacca a intervalli,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Pastiera e frutta buonissima,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
LA COLAZIONE SCARSA E NON DI BUONA QUALITA',neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
avevo un letto matrimoniale tutto per me.posizione comodissima davanti alla stazione,neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
La disponibilità della reception a stampare i voucher,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Bagno malandato e senza doccia,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"facile da trovare e molto sicuro  una chiave per il portone, poi si sale un piano e una chiave per l'appartamento, una chiave per la stanza e anche quella per il proprio armadietto .",neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
"Comodi, ma non tanto belli",neutral,positive,neutral,neutral,neutral,neutral,neutral,negative
Per chi dorme nel dormitorio non sono previsti asciugamani.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Mai più nemmeno per una notte,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Bagni sporchissimi e coperte macchiate .,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"ottima posizione , buon rapporto qualità prezzo",neutral,neutral,neutral,neutral,positive,neutral,positive,neutral
Da fuori non ti aspetti che dentro è carino,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Colazione buona sia per quantità che per qualità.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"IL balcone delle camera e le tende, e' un problema aprirle e chiuderle rif.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Confortevole, ma quattro stelle per questa struttura mi sembrano eccessive.",neutral,positive,neutral,neutral,neutral,neutral,neutral,negative
"La cordialità del personale, l'ambiente pulito, il letto confortevole e la buona prima colazione.",positive,positive,positive,positive,neutral,neutral,neutral,neutral
Mancava il mini frigo in camera.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"La colazione favolosa, ampia scelta, le camere confortevoli e lo staff disponibile",neutral,positive,positive,positive,neutral,neutral,neutral,neutral
"20 min di attesa, dopo il check, nel corridoio per lasciare ancora il tempo di sistemare  approssimativamente  la camera.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Ottima struttura, personale cordiale comodo ai mezzi pubblici",neutral,positive,neutral,positive,neutral,neutral,positive,neutral
"Vicino al centro  poco più di un km , ben servito da mezzi di trasporto ed in zona ricca di ristoranti e luoghi dove mangiare",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Salta subito all'occhio che pecca di manutenzione.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Il ragazzo alla reception era molto educato ed è stato carino.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Personale molto preparato e cordiale.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Personale competente e cordiale posizione ottima camere accoglienti,neutral,positive,neutral,positive,neutral,neutral,positive,neutral
"E' un grande albergo e, per questo, manca un pochino di  personalità .",neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Frutta a colazione ottima....il resto...lasciamo perdere...non ci tornerei assolutamente.,neutral,neutral,positive,neutral,neutral,neutral,neutral,negative
"Bagno pulito superficialmente, saponette al posto del sapone liquido, fono da parete  scomodissimo  e temperatura troppo elevata in bagno",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Posizione ottima, staff gentile e disponibile, camera confortevole e pulita",positive,positive,neutral,positive,neutral,neutral,positive,neutral
camere veramente troppo piccole pulizia non ottimale e non adeguata alla categoria,negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
La varietà della colazione,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Buona e varia la colazione.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Siete a due passi dai giardini della Montagnola.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Buffet colazione  essenziale  per non dire frugale.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
La struttura non è centrale ma a piedi si raggiunge il centro in 15 minuti.,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
La hall è piccola è ha una forte puzza di fogna speravo che nella stanza la situazione cambiasse ma la camera era minuscola il bagno piccolo senza bidet e che emanava un odore sgradevole che si irradiava alla stanza,neutral,negative,neutral,neutral,neutral,neutral,neutral,negative
Personale gentilissimo e sempre sorridente.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Wi fi non prende.,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
Comodo il parcheggio dell'hotel e posizionato molto bene.,neutral,neutral,positive,neutral,neutral,neutral,positive,neutral
Ottima posizione per chi parte o arriva in treno.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Il prezzo a notte del parcheggio interno è alto,neutral,neutral,negative,neutral,negative,neutral,neutral,neutral
"La posizione centralissima,  l'aria condizionata efficiente, il letto grande e comodo  la camera era superior",neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
"e niente ricevuta fiscale  anche se hanno preteso il pagamento anticipato anche se io non mi sono ricordato di richiederla, di sicuro non ci rimettero' piu' piede",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Letto comodo e camera mediamente spaziosa.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Migliorare la gestione della colazione, con molti ospiti lo spazio è limitato e bisogna attendere",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
La peggior notte che abbia mai fatto.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Qualche difficoltà col parcheggio nonostante la disponibilità del personale,neutral,neutral,negative,positive,neutral,neutral,neutral,neutral
Colazione e vista splendida,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
"Posizione comoda alla stazione e alla metro,pulito,wifi gratuito.",positive,neutral,neutral,neutral,neutral,positive,positive,neutral
il parcheggio esterno carente,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Corridoi pieni di materassi vecchi.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Essendoci stato in occasione di un evento e quindi molto accorsato, il personale della sala ristorante era sottodimensionato,anche se encomiabile quello presente.",neutral,neutral,negative,positive,neutral,neutral,neutral,neutral
Televisore  della junior suite  degno della camera  diagonale decisamente grande .,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
prezzo qualita va bene.,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
Camera ampia e silenziosa.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
molto gentili e disponibili,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
posizione ottima per la fiera sono andato a piedi.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
