sentence,cleanliness_presence,comfort_presence,amenities_presence,staff_presence,value_presence,wifi_presence,location_presence,other_presence
"Bagno pulito superficialmente, saponette al posto del sapone liquido, fono da parete  scomodissimo  e temperatura troppo elevata in bagno",1,1,0,0,0,0,0,0
"Posizione ottima, staff gentile e disponibile, camera confortevole e pulita",1,1,0,1,0,0,1,0
camere veramente troppo piccole pulizia non ottimale e non adeguata alla categoria,1,1,0,0,0,0,0,0
La varietà della colazione,0,0,1,0,0,0,0,0
Buona e varia la colazione.,0,0,1,0,0,0,0,0
Siete a due passi dai giardini della Montagnola.,0,0,0,0,0,0,1,0
Buffet colazione  essenziale  per non dire frugale.,0,0,1,0,0,0,0,0
La struttura non è centrale ma a piedi si raggiunge il centro in 15 minuti.,0,0,0,0,0,0,1,0
La hall è piccola è ha una forte puzza di fogna speravo che nella stanza la situazione cambiasse ma la camera era minuscola il bagno piccolo senza bidet e che emanava un odore sgradevole che si irradiava alla stanza,0,1,0,0,0,0,0,1
Personale gentilissimo e sempre sorridente.,0,0,0,1,0,0,0,0
Wi fi non prende.,0,0,0,0,0,1,0,0
Comodo il parcheggio dell'hotel e posizionato molto bene.,0,0,1,0,0,0,1,0
Ottima posizione per chi parte o arriva in treno.,0,0,0,0,0,0,1,0
Il prezzo a notte del parcheggio interno è alto,0,0,1,0,1,0,0,0
"La posizione centralissima,  l'aria condizionata efficiente, il letto grande e comodo  la camera era superior",0,1,0,0,0,0,1,0
"e niente ricevuta fiscale  anche se hanno preteso il pagamento anticipato anche se io non mi sono ricordato di richiederla, di sicuro non ci rimettero' piu' piede",0,0,1,0,0,0,0,0
Letto comodo e camera mediamente spaziosa.,0,1,0,0,0,0,0,0
"Migliorare la gestione della colazione, con molti ospiti lo spazio è limitato e bisogna attendere",0,0,1,0,0,0,0,0
La peggior notte che abbia mai fatto.,0,0,0,0,0,0,0,1
Qualche difficoltà col parcheggio nonostante la disponibilità del personale,0,0,1,1,0,0,0,0
Colazione e vista splendida,0,0,0,0,0,0,0,1
"Posizione comoda alla stazione e alla metro,pulito,wifi gratuito.",1,0,0,0,0,1,1,0
il parcheggio esterno carente,0,0,1,0,0,0,0,0
Corridoi pieni di materassi vecchi.,0,1,0,0,0,0,0,0
"Essendoci stato in occasione di un evento e quindi molto accorsato, il personale della sala ristorante era sottodimensionato,anche se encomiabile quello presente.",0,0,1,1,0,0,0,0
Televisore  della junior suite  degno della camera  diagonale decisamente grande .,0,1,0,0,0,0,0,0
prezzo qualita va bene.,0,0,0,0,1,0,0,0
Camera ampia e silenziosa.,0,1,0,0,0,0,0,0
molto gentili e disponibili,0,0,0,1,0,0,0,0
posizione ottima per la fiera sono andato a piedi.,0,0,0,0,0,0,1,0
"Ottima posizione, struttura modesta, ma pulita e con un buon rapporto qualità prezzo.",1,1,0,0,1,0,1,0
"La maggior parte dei prodotti della colazione era confezionata, potrebbe essere migliorata.",0,0,1,0,0,0,0,0
Lo staff è gentile e disponibile.,0,0,0,1,0,0,0,0
"La temperatura dell'acqua calda nella stanza da bagno era appena tiepida, e gli interventi per migliorare la situazione non hanno sortito grande effetto.",0,1,0,0,0,0,0,0
Bisogna specificare prima che non è un hotel visto che non può offrire tutti i servizi di un hotel tradizionale e se non si dispone più della tipologia di camera presente su Booking  si dovrebbe informare  il cliente prima di concludere la transazione,0,0,1,0,0,0,0,0
"Personale gentile, cordiale e disponibile.",0,0,0,1,0,0,0,0
"Colazione essenziale,poca varietà tra dolce e salato",0,0,1,0,0,0,0,0
Connessione Wi Fi  non stabile e la vera pecca è la posizione vicina a situazioni veramente inaccettabili e insicure,0,0,0,0,0,1,1,0
"Gentilissimi loro, poco accurati i controlli.",0,0,0,1,0,0,0,1
Leverei la moquette dalle stanze Aggiungerei l'idromassaggio alle stanze non standard,0,1,0,0,0,0,0,0
"Posizione comodissima, gentilezza e competenza del personale",0,0,0,1,0,0,1,0
"Non tutte le prese di corrente in camera erano funzionanti, la doccia era un pò angusta  anche se ben tenuta .",0,0,1,0,0,0,0,0
Innanzitutto ho apprezzato la gentilezza del personale  non appena arrivata mi hanno subito messa a mio agio.,0,0,0,1,0,0,0,0
Strada centrica ma non carina.,0,0,0,0,0,0,1,0
Buffet della colazione appena sufficiente.,0,0,1,0,0,0,0,0
Il bagno piccolo e un po' datato  comunque tutto pulito e in ordine,0,1,0,0,0,0,0,0
La colazione è molto buona.,0,0,1,0,0,0,0,0
la camera che ci hanno dato è posizionata affianco ai locali caldaia che sono molto rumorosi,0,1,0,0,0,0,0,0
Lo staff era gentilissimo e presente.,0,0,0,1,0,0,0,0
"Colazione abbondante, camera pulita e tranquillità nella struttura .",1,0,1,0,0,0,0,1
"Il frigorifero era davvero pienissimo, quella è colpa di chi alloggia nell'ostello però... gli ospiti potrebbero stare più attenti a come tengono la cucina.",0,0,1,0,0,0,0,0
"Hotel abbastanza confortevole, buona posizione,ottima colazione,ottimo staff.",0,1,1,1,0,0,1,0
La comodita' di avere la metro vicina,0,0,0,0,0,0,1,0
"Il design dell'albergo e della stanza, pulizia, comodità e gentilezza del personale",1,1,0,1,0,0,0,0
"BATUFFOLI DI POLVERE SOTTO AL LETTO, CAPELLI OVUNQUE, ASCENSORE FATISCENTE.",1,0,1,0,0,0,0,0
Due letti singoli uniti invece di un matrimoniale.,0,1,0,0,0,0,0,0
Posizione strategica belle camere,0,0,0,0,0,0,1,1
Mancanza di tv in camera.,0,0,1,0,0,0,0,0
"L'affaccio della stanza era su piazza Garibaldi, quindi fino a notte fonda si sentivano schiamazzi e rumori provenienti dalla strada.",0,1,0,0,0,0,0,0
"Molto bella la camera, colazione abbondante e varia",0,0,1,0,0,0,0,1
"Diversa considerazione per quella situata all'esterno della struttura principale  anche in questo caso, al momento della prenotazione  anche quì circa a metà del mese di ottobre , non pensavo di dover far soggiornare la famiglia di mia sorella  2 adulti con una bambina di 1 anno  in un monolocale situato all'esterno della struttura principale  anche in questo caso avrò capito male io... .",0,0,0,0,0,0,0,1
"Struttura moderna, camere ampie e comode anche se molto essenziali.",0,1,0,0,0,0,0,1
"Porte e pareti non sono insonorizzate, si sentiva il vicono tossire ogni 10 secondi e il personale chiacchierare.",0,1,0,0,0,0,0,0
Arredamento delle stanze un po' carente.,0,1,0,0,0,0,0,0
Rumore notturno di scarichi,0,0,0,0,0,0,0,1
Colazione buonissima con tanta scelta tra dolce e salato.,0,0,1,0,0,0,0,0
I ragazzi alla reception simpatici e accoglienti.,0,0,0,1,0,0,0,0
"Non mi hanno fatto dormire dopo che avevo espressamente detto che sarei arrivato dopo le 00 00, sappiate che se vogliono riassegnano il vostro posto letto a qualcun'altro.",0,0,1,0,0,0,0,0
"camera e bagno un po datati, ma puliti e spaziosi...cosi come me li aspettavo per una camera standard in un palazzo antico.",1,1,0,0,0,0,0,1
"Ottimi pernotti, hotel pulito, accogliente, moderno, con tutti i comfort.",1,1,0,0,0,0,0,1
Colazione abbondante e buona e stanza confortevole.,0,1,1,0,0,0,0,0
"L'aspetto delle camere non e' come quelle in foto,bagno microscopico,pulizia pessima e si e' anche rotto.",1,1,0,0,0,0,0,0
"non ci sono miscelatori nei servizi,la doccia lascia desiderare.",0,1,0,0,0,0,0,0
buona colazione anche se il caffè della macchinetta con le cialde a napoli non va bene.,0,0,1,0,0,0,0,0
Il personale poco cordiale,0,0,0,1,0,0,0,0
Il parcheggio esterno non custodito ha posti limitati.,0,0,1,0,0,0,0,0
Arrivo la sera tardi e la luce all'ingresso è lampeggiante  la luce a neon non riesce ad accendersi .,0,0,1,0,0,0,0,0
La camera era confortevole e con una buon condizionamento.,0,1,0,0,0,0,0,0
Entrambe le strutture sono scarsissime su pulizia e tutto.,1,0,0,0,0,0,0,0
Lo staff sempre disponibile.,0,0,0,1,0,0,0,0
Sala della colazione con vista favolosa e qualita  del cibo,0,0,1,0,0,0,0,0
"Ottima posizione, camera pulita e letto confortevole.",1,1,0,0,0,0,1,0
Ho dovuto chiamare 3 volte il tecnico perché le 2  tv della suite non funzionavano .,0,0,0,1,0,0,0,0
"La camera non è insonorizzata e dormire è  stato quasi impossibile,  in più,  tutte le mattine verso le 5 passano a pulire le strade sottostanti ed è  veramente molto fastidioso il rumore prodotto.",0,1,0,0,0,0,0,0
Colazione troppo cara rispetto alla quantità di alimenti proposta e di qualità.,0,0,1,0,1,0,0,0
Stanza un po' piccola.,0,1,0,0,0,0,0,0
"Consiglio di curare maggiormente alcuni dettagli, nel complesso è stato  un buon soggiorno.",0,0,0,0,0,0,0,1
"LA CAMERA SPOGLIA , MISERA, NON SEMBRAVA DI STARE IN UN ALBERGO DI LUSSO SUL LUNGOMARE .",0,1,0,0,0,0,0,0
L accesso al portone principale di ingresso ed il cattivo odore che si propaga nelle scale del palazzo ed anche nell hotel,0,1,0,0,0,0,0,0
"Posizione ottima per visitare il centro di Napoli, con tanti studenti che affollano la zona e la rendono piacevole e sicura anche alla sera.",0,0,0,0,0,0,1,0
colazione scarsa ascensore scomodo impossibile regolare riscaldamento camera,0,1,1,0,0,0,0,0
Posizione eccellente proprio nel cuore di Napoli,0,0,0,0,0,0,1,0
La camera era molto piccola ma per il prezzo che abbiamo pagato andava bene.,0,1,0,0,1,0,0,0
Il parcheggio sempre quasi pieno,0,0,1,0,0,0,0,0
La colazione era buona.,0,0,1,0,0,0,0,0
"Pulizia assente, rifacimento camera assente",1,0,1,0,0,0,0,0
Camera grande rispetto alla media,0,1,0,0,0,0,0,0
"pulito, comodo come posizione, stanza spaziosa",1,1,0,0,0,0,1,0
"Il posto è assolumente eccezionale  a cento metri da piazza del Plebiscito in una zona piena di negozi e locali, lo staff è  molto gentile e disponibile.",0,0,0,1,0,0,1,0
Poi la camera era spaziosa ed anche il bagno.,0,1,0,0,0,0,0,0
La posizione è ottima ed il parcheggio non proprio facile e se si arriva nel giorno di mercato un pò complicato.,0,0,0,0,0,0,1,0
"Location suggestiva, tutto adeguato...bistro' al 2  piano con cucina eccezzionale",0,0,1,0,0,0,0,0
"La colazione non è abbondante, ma è buona.",0,0,1,0,0,0,0,0
Unica nota negativa le scale poco comode e l ascensore che va a 10 cent a corsa...Ma sono cose che fanno parte del palazzo in stile dell  dell epoca di realizzazione.,0,1,1,0,0,0,0,0
La posizione è ottima sia arrivando in treno che in macchina ed è un ottIma base di partenza per la visita della città.,0,0,0,0,0,0,1,0
Camera spaziosa ma troppo scura   manca un frigo .,0,1,1,0,0,0,0,0
"Ho dormito in un letto piuttosto scomodo in una specie di seminterrato buio non ben climatizzato, umido e con segnale Wi Fi e 4g scadente.",0,1,0,0,0,1,0,0
Reception aperta 24 ore su 24.,0,0,0,1,0,0,0,0
camera comoda e calda... colazione abbondante e gustosa gatto bianco che si faceva ammirare,0,1,1,0,0,0,0,0
Personale sicuramente gentile ma Struttura fatiscente.,0,1,0,1,0,0,0,0
trovata anche una blatta nel bagno poco prima della partenza.,1,0,0,0,0,0,0,0
Lo staff  inteso come fattorini   ha lascito un po a desiderare infatti mi hanno perso una volta le valigie  l'hanno messo in un altra stanza e abbiamo fatto la caccia al tesoro per l'albergo  e si vedeva che era un po svogliato.,0,0,0,1,0,0,0,0
"Il ristorante interno , piatti microscopici confrontati ai prezzi .",0,0,1,0,1,0,0,0
Altro appunto è da fare alle dimensioni moolto ridotte del bagno ed in particolare del box doccia.,0,1,0,0,0,0,0,0
Rapporto qualità prezzo molto conveniente .,0,0,0,0,1,0,0,0
"Le camere poco pulite, almeno così  sembravano.",1,0,0,0,0,0,0,0
Stanza molto rumorosa con infissi non a tenuta,0,1,0,0,0,0,0,0
com Reception aperta 24 24.,0,0,1,0,0,0,0,0
"Tenda sganciata, tapparella rotta, arredo vecchio e rotto .",0,1,0,0,0,0,0,0
Qualche problema nei tempi d'attesa alla reception.,0,0,0,1,0,0,0,0
Wi Fi a tratti carente,0,0,0,0,0,1,0,0
"purtroppo siamo rimasti sprovvisti di bagno schiuma una volta, e di carta igienica un'altra",0,0,1,0,0,0,0,0
Ottima posizione e confort generale della struttura.,0,1,0,0,0,0,1,0
Il quartiere in cui si trova l'Hotel non è particolarmente tranquillo  caos fino a tarda notte e di prima mattina   mercato .,0,1,0,0,0,0,1,0
l'ingresso e la reception sono preoccupanti e non lasciano intravedere quello che poi sarà l'hotel,0,0,0,0,0,0,0,1
Comunque è solo ricco di dolci non sempre di gradimento,0,0,1,0,0,0,0,0
Manutenzione e pulizia non adeguati al livello e ai prezzi,1,1,0,0,1,0,0,0
"ho fatto una prenotazione per due persone e mi sono trovata un letto alla francese  in una struttura 4stelle superiore  che probabilmente è destinata a viaggiatori singoli, dato che ho dovuto richiedere il secondo set bagno  asciugamani e prodotti .",0,1,0,0,0,0,0,0
"Pulizie, linea wifi non funzionante",1,0,0,0,0,1,0,0
"impareggiabile posizione, in palazzo decadente ma suggestivo   ottimo il caffè della colazione   ottimo il materasso   bagno spazioso",0,1,1,0,0,0,1,0
Molto pulito e colorato,1,0,0,0,0,0,0,0
Manca il dentifricio in bagno.,0,0,1,0,0,0,0,0
Da provare anche il ristorante I GARGANELLI all'interno dell'hotel.,0,0,1,0,0,0,0,0
Staff molto gentile e disponibile,0,0,0,1,0,0,0,0
"Il prezzo propostoci al pagamento è stato in prima battuta quello di listino, ignorando che ci fosse una prenotazione con booking ad un prezzo più conveniente che ci è stato poi applicato su nostra richiesta.",0,0,0,1,1,0,0,0
c era una parete rovinata e l arredamento è molto vecchio,0,0,0,0,0,0,0,1
Spazi ristretti sia nell'atrio che nella sala ristorante colazione.,0,1,0,0,0,0,0,0
ho dovuto dormire vestito per paura di prendere infezioni....,1,0,0,0,0,0,0,0
Ho richiesto la colazione in camera e non mi é stata portata.,0,0,1,0,0,0,0,0
"la posizione e' molto comoda per le visite di Napoli, la gentilezza dello staff la tranquillita della struttura",0,1,0,1,0,0,1,0
"Dotazione delle camere eccellente, macchina caffè, bollitore, frigo bar rifornito e non a pagamento.",0,0,1,0,0,0,0,0
Per sbaglio ho aperto una porta su delle scale scure e non curate.,0,1,0,0,0,0,0,0
La posizione è molto comoda x visitare il centro ma la zona della stazione è pericolosa.,0,0,0,0,0,0,1,0
Gli interni sono puliti ma alcune camere hanno la finestra solo in bagno ed il condominio nel quale è inserito è vecchio e sporco con accesso da un portone che la sera si riduce ad una porticina di 50 cm,1,1,0,0,0,0,0,0
Personale molto disponibile e cordiale.,0,0,0,1,0,0,0,0
La reception assolutamente poco accogliente e disordinata.,0,0,0,1,0,0,0,0
La colazione ben fornita con possibilità di scelta.,0,0,1,0,0,0,0,0
"Struttura ottima,immersa nel verde con piscina.",0,0,0,0,0,0,0,1
Su tripadvisor era dato per un 3 4 stelle ma ne valeva più o meno 2,0,0,0,0,0,0,0,1
Nel complesso non ci tornerei,0,0,0,0,0,0,0,1
Poi la colazione mi aspettavo qualcosa un po' più variegato comunque va leggermente rivisitato un po datato.,0,0,1,0,0,0,0,0
"prezzo altissimo ,prenoto tutto  l'anno pago molto di meno.",0,0,0,0,1,0,0,0
"Stile decorativo della camera discutibile, Succo d'arancia a colazione da dimenticare",0,0,1,0,0,0,0,1
"Avevamo un piano soppalcato con moquette che dire sporca è un complimento non pulita credo da mesi con macchie, polvere   e sporcizia visibilissima.",1,0,0,0,0,0,0,0
"Ottima la colazione con molta scelta, tutto buono e fresco.",0,0,1,0,0,0,0,0
"Il clima, ho fatto fatica a prendere sonno da quanto caldo era",0,1,0,0,0,0,0,0
"Il letto era duro, ma proprio per trovare qualcosa",0,1,0,0,0,0,0,0
La posizione tra la stazione e Piazza Maggiore,0,0,0,0,0,0,1,0
la porta della finestra non si chiude non sentivo sicura dormire in un posto cosi.,0,1,0,0,0,0,0,0
In 5 minuti a piedi si raggiunge piazza Maggiore.,0,0,0,0,0,0,1,0
"La luce del corridoio, di notte, penetra dagli interstizi della porta compromettendo la qualità del sonno.",0,1,0,0,0,0,0,0
In passato c'era più professionalità alla Reception.,0,0,0,1,0,0,0,0
"Ciò che è stato davvero peggio è stata un enorme macchia di muffa nel  cosiddetto  bagno, una cosa orribile.",0,1,0,0,0,0,0,0
La posizione era ottima.,0,0,0,0,0,0,1,0
Pessimo lo staff e pessimi i servizi ed accoglienza.,0,0,0,1,0,0,0,0
E tutto molto pulito soprattutto,1,0,0,0,0,0,0,0
Suggestivo il salone per il breakfast,0,0,0,0,0,0,0,1
Il bagno troppo stretto e la colazione,0,1,1,0,0,0,0,0
Posizione tranquilla e silenziosa  l'arrivo e' indicato dalla insegna sulla strada che non rende giustizia al luogo .,0,1,0,0,0,0,1,1
"Posizione centrale, segnale Wi Fi ottimo, ambiente silenzioso, personale super cordiale.",0,1,0,1,0,1,1,0
"Il letto era molto comodo, ho riposato davvero benissimo  Poi la macchina per riscaldare l'acqua per il tè in camera molto utile  c'era pure un contenitore con diverse fragranze e caffè solubile  direi perfetto per iniziare la giornata  Poi la sala buffet ben fornita, c'era di tutto.",0,1,1,0,0,0,0,0
Molto centrale e comodo da raggiungere anche con i mezzi pubblici.,0,0,0,0,0,0,1,0
Disponibilità e gentilezza del personale al top,0,0,0,1,0,0,0,0
Colazione stupenda specie per le specialità napoletane sfogliatelle,0,0,1,0,0,0,0,0
"Ottima posizione e personale molto cortese, professionale e disponibile.",0,0,0,1,0,0,1,0
Staff disponibile e gentile in particolare cito Andrea addetto al bar che mi ha aiutato in alcune mie richieste non comprese nella tariffa,0,0,0,1,0,0,0,0
"Ottima la stanza, spaziosa e confortevole.",0,1,0,0,0,0,0,0
Staff efficiente e stanze Molte accoglienti e spaziose .,0,0,0,1,0,0,0,0
IL BAR CHIUDE PRESTO E NELLE BELLE SERATE NON PUOI UTILIZZARE AL MEGLIO LA TERRAZZA.,0,0,1,0,0,0,0,0
Ho sempre desiderato alloggiare in un posto di lusso con prezzi accessibili a tutti.,0,0,0,0,1,0,0,0
"Stanza male insonorizzata, si sente tutto quello che accade nella stanza accanto.",0,1,0,0,0,0,0,0
La doccia troppo piccola,0,1,0,0,0,0,0,0
"Letto con materasso deformato scomodo, camera old con finestre senza scuranti, alle 6.00 sono stato svegliato definitivamente dalla luce dopo aver dormito gia male a causa di un materasso non proprio buono e dal rumore della molto presente nella camera anche di notte.",0,1,0,0,0,0,0,0
"Da un albergo a 4 stelle mi aspetto una ristorazione migliore, adeguata al livello dell'hotel",0,0,1,0,0,0,0,0
la posizione ottima vicinissima alla stazione metro e alla zona colosseo tutti raggiungibili in massimo 15 minuti di camminata apprezzabile l'impegno del personale in gentilezza.,0,0,0,1,0,0,1,0
"Con quello che si vede sul sito nn ha niente a che fare,almeno nella parte dove abbiamo alloggiato noi in quanto l hotel si divide in tre zone vicino alla stazione Termini di cui una in un edificio al secondo piano con ascensore  rotto ...altra parte in un altro edificio dietro l'angolo sempre al secondo piano con la reception in un altra zona dello stesso edificio al quarto piano.",0,1,1,0,1,0,1,0
